getuid32,getpid,epoll_wait,ioctl,futex,access,getConnectionInfo,recvfrom,fcntl64,pread64,Class
294,314,262,674,3673,296,0,109,474,164,5
76,69,51,254,232,61,0,32,278,119,5
44014,44003,87408,44294,4813,331,0,130234,817,195,5
34,20,21,82,73,6,0,0,5,5,5
288,288,249,1048,1176,177,0,526,498,192,5
152,115,86,309,1220,103,5,16,158,53,5
1071,849,1087,3170,3071,1042,0,730,4376,1045,5
492,659,625,1533,1904,382,0,336,1232,313,5
699,692,1106,921,1276,137,0,544,73,135,5
15430,15494,21375,1076,7323,81,0,479,453,89,5
32539,32555,41338,1962,12977,275,0,669,1301,626,5
673,855,1919,787,3927,386,1,82,1031,183,5
163,139,112,768,3209,421,0,34,1301,371,5
6047,6037,7410,2279,3985,555,0,1378,1667,713,5
5252,5263,8045,2393,6807,71,0,1729,486,105,5
895,920,1452,1838,4664,336,0,967,1229,292,5
155,138,108,847,1427,295,0,27,1055,247,5
27913,27926,31896,162,3428,22,0,735,93,13,5
119,113,99,204,253,49,0,18,17,7,5
19,9,3,28,40,3,0,0,5,1,5
989,1341,972,4862,2003,369,0,3109,1577,483,5
222,214,256,591,286,25,0,288,22,94,5
54,42,41,140,77,7,0,64,7,29,5
25,10,3,51,102,3,0,0,5,7,5
388,402,504,596,318,12,0,338,22,113,5
133,128,111,438,389,8,0,254,28,29,5
193,214,724,581,617,20,2,869,85,48,5
33409,33466,38831,1009,8046,177,0,387,768,114,5
115,113,103,355,145,10,0,220,14,25,5
55,44,476,127,131,7,0,772,7,46,5
162,168,203,2864,1975,122,0,1478,407,110,5
87,79,60,242,1259,202,0,24,416,168,5
22,9,3,34,31,3,0,0,5,1,5
95,237,59,406,783,298,0,25,433,143,5
1706,1708,2061,5987,1051,99,0,5889,192,331,5
1917,1966,3193,2918,1260,40,0,3802,172,163,5
85,78,55,505,365,195,0,58,918,287,5
298,307,249,927,2037,317,0,209,903,237,5
1106,1116,1936,4051,2389,374,0,2627,1795,417,5
987,984,1038,1629,1282,91,0,609,300,872,5
2071,2054,2232,1282,1186,37,0,1255,156,128,5
2923,2899,4723,2706,2898,347,0,3025,471,369,5
311,352,320,1136,828,273,0,305,1110,369,5
144,167,115,518,642,123,0,111,173,142,5
140,404,44,106974,30857,16367,0,135,61766,36440,5
164,103,69,505,500,134,0,54,333,208,5
29383,29403,31253,283,2181,21,0,423,94,40,5
287,295,305,791,2275,122,0,281,243,142,5
54,46,56,163,455,38,0,4,74,5,5
11438,11477,14321,2789,3793,530,0,1284,2031,2274,5
305,285,206,1002,2702,209,0,437,474,266,5
10989,10989,16081,675,4704,108,0,207,616,131,5
3981,4026,4615,2455,2455,237,0,2015,132,354,5
142,168,135,248,1719,128,0,20,462,124,5
1934,1931,2850,277,2014,108,0,70,163,77,5
881,877,1319,4216,677,49,0,2937,81,101,5
886,869,967,2839,2229,677,0,1422,1871,663,5
2044,2056,3341,2181,2246,189,0,4432,301,62,5
213,286,178,721,2179,278,0,184,1184,354,5
1440,2014,1436,2881,1406,237,0,2711,923,257,5
30642,30677,33965,770,3332,49,0,982,229,64,5
644,643,647,2138,1788,296,1,1194,915,352,5
9026,9082,14893,7143,9684,66,0,9399,419,210,5
4486,4508,14254,733,12413,576,0,933,307,81,5
41,20,16,64,76,5,0,0,5,10,5
830,734,991,1703,10775,2067,0,845,1444,421,5
2397,2399,2863,2305,2578,62,0,2575,179,105,5
5778,5783,13069,10031,1559,160,0,13166,401,228,5
386,368,458,878,1180,36,0,394,22,173,5
14199,14200,17773,874,5165,141,0,171,679,161,5
1086,1128,1588,3082,3903,329,1,2577,615,248,5
5426,5420,5808,17437,1380,624,0,20481,35,133,5
192,177,216,588,212,12,0,354,18,78,5
1085,1107,1083,3570,1200,361,0,2154,1463,456,5
66,53,43,176,217,30,0,36,123,46,5
583,572,853,2558,2005,1112,0,1193,6905,1246,5
5729,5988,26670,4787,28250,685,3,4831,4042,653,5
8856,8870,11037,1457,4507,415,9,293,1665,375,5
316,345,324,875,1542,206,2,578,499,191,5
149,153,152,621,973,144,0,127,546,232,5
69,71,49,210,556,90,0,61,331,115,5
794,802,1466,2276,1008,102,0,1448,65,24,5
131,134,104,361,533,100,0,117,174,94,5
192,188,124,429,930,91,0,14,331,85,5
905,905,1195,1754,3135,189,0,1081,544,188,5
222,248,153,1047,2605,496,0,25,1576,439,5
355,329,312,995,528,55,0,827,259,181,5
138,130,145,254,273,84,0,32,199,52,5
5942,5796,6848,2375,5041,302,0,1182,641,275,5
40445,40510,46680,1197,9737,131,0,338,657,143,5
2801,2884,3600,8263,41225,636,0,7849,2002,426,5
55,43,42,180,161,13,0,56,7,15,5
2960,2990,4106,1967,1509,57,0,1358,119,143,5
304,288,686,656,969,160,2,633,175,41,5
28,15,3,64,1117,15,0,0,7,1,5
128,135,165,364,585,32,0,117,98,63,5
502,472,548,1089,222,11,0,315,24,234,5
3046,3010,3494,626,1710,86,0,143,226,197,5
693,713,788,2052,7915,345,0,1286,769,375,5
160,162,156,354,1504,118,0,73,486,152,5
53,51,149,12778,2294,7,0,325,8,41,5
29,15,3,93,289,38,0,0,35,56,5
55,40,29,170,138,12,2,19,6,9,5
2491,2538,7296,394,10391,53,0,800,507,28,5
388,310,259,818,1494,366,0,56,1407,356,5
142,139,146,369,180,22,0,129,13,16,5
270,265,269,1180,2644,1366,0,264,8332,1844,5
20,10,4,39,44,3,0,0,5,1,5
539,514,510,1850,1021,248,0,1292,771,367,5
903,822,786,3162,2455,310,2,2423,1212,339,5
166,186,146,449,937,42,0,225,259,109,5
147,142,134,468,622,8,0,235,84,28,5
2737,2714,2913,8568,1698,1079,2,9243,1645,402,5
748,1515,1299,868,6163,407,0,36,911,252,5
55,49,49,140,557,37,0,0,74,59,5
42,39,76,82,429,20,0,0,70,5,5
7071,7083,13151,719,40687,107,0,595,553,17,5
1214,1212,1218,4289,1049,118,0,4801,29,78,5
1108,1006,1084,3391,9893,499,0,1717,1574,613,5
153,144,172,399,270,44,2,160,86,104,5
19,8,2,31,48,5,0,0,5,1,5
203,193,103,740,4098,278,0,16,767,157,5
71,68,496,172,134,7,0,784,15,57,5
40,27,18,134,230,7,0,8,7,14,5
2853,2919,3788,10456,1915,420,0,9149,1374,470,5
902,921,981,2676,1140,75,0,2570,217,163,5
8530,8525,10637,1718,9796,653,0,241,753,611,5
35,21,14,112,64,10,0,12,12,9,5
5437,5588,11606,961,6290,605,0,197,3374,677,5
37850,37907,44942,1992,10029,178,0,603,670,217,5
140,110,103,383,463,65,15,218,18,48,5
84,72,52,277,1385,87,0,53,36,59,5
1352,1689,2346,3713,1633,203,0,2438,485,238,5
288,574,214,1257,5563,441,0,299,1630,592,5
123,105,25,627,2312,515,7,33,1385,383,5
322,290,286,757,349,97,0,274,345,255,5
4750,4777,10122,2260,3319,65,0,7315,343,129,5
1268,1306,4441,516,3794,57,0,443,518,34,5
624,868,965,748,2833,302,0,68,1076,330,5
4129,4182,5803,1936,2287,36,0,1073,160,150,5
31,18,4,97,138,9,0,0,44,43,5
151,128,188,319,874,49,0,193,127,153,5
186,196,129,505,6359,322,0,16,284,50,5
10359,10346,20758,510,99903,25,0,1692,26,9,5
65792,65842,72043,804,8365,78,0,255,413,72,5
195,149,100,505,688,152,0,143,441,107,5
19881,19941,24501,2211,7718,408,0,914,1103,282,5
376,363,585,1023,407,23,0,549,83,101,5
3177,3196,3930,234,1245,43,0,52,195,10,5
308,306,325,932,9397,268,1,234,520,452,5
3235,3215,3755,558,4564,255,19,73,242,99,5
57,47,37,144,242,18,0,60,7,32,5
42,39,78,82,528,20,0,0,70,5,5
2595,2620,4115,1032,2499,193,0,693,148,113,5
652,651,2234,495,3332,89,0,97,299,34,5
89,91,189,231,289,100,0,355,218,62,5
37232,37257,42827,821,6062,151,0,210,613,190,5
150,121,113,358,894,113,0,128,29,89,5
329,325,512,1521,3688,2799,0,43,8916,3078,5
940,931,1607,1361,2703,284,0,412,874,401,5
57,45,45,186,1140,495,0,56,8,290,5
156,135,99,454,957,182,0,84,346,181,5
2435,2867,5434,956,3263,278,0,465,1435,279,5
129,134,148,302,569,39,0,77,160,89,5
34,21,14,99,53,5,0,12,10,9,5
30943,30899,51261,14203,28508,720,13,32540,1587,647,5
1277,1421,1523,3902,1944,349,0,2905,985,316,5
70,70,334,189,1182,54,0,11,196,49,5
5153,5107,5593,9867,753,91,0,10669,161,149,5
115,90,85,271,227,69,0,49,302,114,5
192,165,129,443,977,204,0,96,266,92,5
270,244,297,587,1131,108,0,151,288,115,5
756,776,997,1239,4351,473,0,999,322,73,5
2944,2857,3976,7659,4407,1883,0,3491,4917,1674,5
31,15,13,44,44,16,0,0,82,16,5
175,176,201,665,1799,161,0,114,550,217,5
403,417,481,1767,1376,416,0,346,1660,434,5
69,319,52,169,390,33,0,12,14,15,5
631,691,689,1666,1986,339,0,305,1120,363,5
63825,63843,70660,780,7496,73,0,290,342,152,5
10804,10832,21942,450,7488,104,0,158,340,79,5
1396,1163,1443,6876,8024,774,0,724,2896,598,5
451,520,412,552,3509,235,0,66,860,319,5
1169,1168,1365,3734,3432,258,0,3720,841,827,5
305,480,251,1223,1948,417,0,227,984,314,5
129,124,108,366,505,8,0,147,62,28,5
2138,2155,4662,3439,3219,72,0,3730,351,123,5
398,522,320,1362,3676,492,0,365,1259,351,5
995,977,973,3851,2266,309,0,2990,578,252,5
175,444,149,6862,1199,187,0,126,811,254,5
23,10,3,42,61,3,0,0,5,18,5
8091,8116,9433,1088,5041,879,0,588,1150,423,5
19,81,2,62,99,3,0,0,5,1,5
379,507,282,1586,3741,675,0,67,2245,509,5
288,264,206,1026,8849,281,0,100,753,316,5
444,433,474,1265,662,142,0,487,705,334,5
12232,12241,15323,876,4216,96,0,705,452,88,5
19,8,2,46,42,3,0,0,5,3,5
128,114,130,325,97,21,0,153,84,47,5
227,465,164,1183,1047,369,0,279,1544,359,5
20998,21049,26177,1546,7602,175,0,720,547,192,5
104,90,92,233,156,5,0,64,13,33,5
54,45,67,204,540,63,0,0,106,10,5
389,398,515,831,333,17,0,519,41,92,5
42,36,66,72,416,18,0,0,69,16,5
60,50,26,180,235,50,0,12,213,49,5
47611,47611,61438,3220,14833,123,0,2666,518,366,5
1229,1216,2099,1926,4203,969,0,39,1128,328,5
299,302,346,1342,3249,445,4,369,976,420,5
2716,2666,2633,9680,3793,655,0,9341,2263,535,5
416,364,263,1867,8412,208,0,921,281,561,5
460,511,461,1953,1476,431,0,1052,1833,468,5
1375,1247,1774,3652,4084,578,11,2060,2204,486,5
649,707,784,1611,3900,313,0,631,999,203,5
530,528,496,1599,4532,287,0,1110,978,353,5
305,294,323,694,1672,177,0,232,287,241,5
19,9,3,31,41,3,0,0,5,1,5
1784,1797,4300,2160,2445,58,0,1627,300,46,5
183,222,130,871,664,300,0,28,1218,290,5
107,93,100,261,168,8,0,122,9,71,5
514,505,1122,760,1211,201,0,335,367,168,5
284,275,227,1069,2301,1378,0,78,5102,1578,5
1194,1191,1176,4242,2728,300,0,4472,1219,284,5
18,8,2,31,38,3,0,0,5,1,5
92,87,73,249,426,34,0,39,22,59,5
77,71,83,181,1048,47,1,20,83,38,5
1400,1406,1545,4293,1308,159,0,3923,70,226,5
35743,35749,38591,449,4967,142,0,63,158,84,5
2820,2821,3898,1612,1047,150,0,2907,251,405,5
743,745,2962,555,3030,120,0,124,452,119,5
288,495,284,1482,5234,543,0,117,1944,489,5
66,49,44,159,140,9,0,26,9,61,5
710,735,3191,758,4083,269,0,206,920,210,5
468,427,513,1035,1126,167,0,383,759,224,5
762,774,4640,164,3062,43,0,791,219,7,5
690,740,1138,733,3237,265,0,265,484,135,5
964,1112,943,2263,2583,384,0,1702,904,261,5
5968,6001,8196,1386,4224,206,0,1160,412,127,5
144,141,73,385,10052,140,0,38,395,114,5
118,111,89,293,262,9,0,50,19,154,5
12538,12559,16167,1759,4527,132,0,1641,624,93,5
147,124,80,578,1520,287,0,52,923,229,5
169,147,110,251,929,189,0,16,551,116,5
157,138,569,340,159,20,0,790,31,44,5
14265,14304,17000,544,4062,67,0,228,363,90,5
32,14,3,79,130,14,0,0,5,33,5
122,97,71,797,1303,243,0,48,502,265,5
180,165,203,489,1060,104,0,32,399,117,5
96,83,498,168,351,8,0,761,11,84,5
1522,556,603,4559,4300,1124,0,522,469,342,5
9880,9957,12797,878,4250,189,0,213,785,171,5
555,546,1002,1664,793,34,0,2769,18,21,5
193,167,176,396,692,32,0,64,89,125,5
1588,1604,2207,2746,2939,45,0,3188,198,100,5
452,604,320,1248,3059,529,0,266,2019,441,5
231,222,295,621,716,106,0,300,291,133,5
108,202,111,248,483,67,0,55,127,32,5
21,9,3,34,52,5,0,0,5,2,5
356,401,334,1180,3542,914,0,141,2707,832,5
565,572,1798,307,1716,58,0,77,289,18,5
2154,2199,5798,688,6224,73,0,1364,512,83,5
1523,1451,2807,6048,1035,153,2,6,349,811,5
402,425,553,1712,4471,402,3,29,1589,309,5
16240,16299,22491,2528,8064,250,0,1817,984,391,5
151,93,5,254,993,386,0,0,7,8,5
703,715,748,813,2130,187,0,448,302,62,5
17471,17509,25918,6453,9960,291,0,5223,1529,470,5
461,449,1554,1224,7013,844,0,113,1826,862,5
9792,9832,12727,1086,7937,258,0,398,878,296,5
861,934,2624,1566,4221,361,0,60,1597,356,5
177,170,141,587,628,104,0,367,332,83,5
180,209,112,958,1000,340,0,12,1282,283,5
9976,10028,14781,1232,4552,173,0,1316,705,44,5
1136,1150,1196,2529,4051,529,0,1398,1767,550,5
582,574,668,2037,933,260,0,991,1153,402,5
52,41,56,154,453,24,0,0,105,14,5
314,325,284,860,426,173,0,210,665,429,5
240,222,214,814,7317,267,0,30,155,7,5
232,239,260,615,1017,151,0,188,63,92,5
171,182,383,499,921,23,0,521,85,55,5
183,157,149,267,791,162,0,24,38,61,5
743,568,577,3899,4474,1267,0,1622,5799,1549,5
695,678,1142,2598,6438,309,0,1093,718,368,5
955,1227,2274,2173,6652,938,1,235,2777,594,5
2145,2141,2602,5415,2324,70,0,5794,50,84,5
851,845,1575,2036,4830,51,0,1592,158,98,5
78,62,63,186,142,19,0,33,11,33,5
33732,33795,41923,1333,11515,109,0,577,476,134,5
61,57,28,246,1303,173,0,1,653,171,5
204,223,165,584,2225,265,0,55,695,156,5
1337,1306,1288,5024,1871,723,0,4023,2524,732,5
277,229,185,777,2977,217,0,57,269,247,5
914,905,902,3827,3629,58,0,3299,257,155,5
475,494,478,2138,2060,92,0,1388,195,109,5
542,757,862,825,3195,378,1,20,1219,282,5
34,19,3,184,253,73,0,1,184,88,5
34,20,25,152,48,5,0,36,10,9,5
59,32,3,103,1940,113,0,0,32,7,5
103,88,61,301,3489,119,0,13,88,70,5
352,521,287,1491,1988,515,3,37,1887,475,5
14205,14204,17986,899,4772,149,0,164,714,170,5
4347,4446,4342,19493,3568,192,0,15388,472,193,5
23,10,3,52,81,7,0,0,5,15,5
40,48,3,367,994,201,0,0,754,133,5
689,675,1786,518,4952,179,0,111,878,248,5
1013,867,550,3727,2162,764,5,219,2665,1211,5
3710,3998,3780,19361,894,68,0,14318,162,122,5
421,295,402,722,328,39,0,301,10,125,5
1163,1153,4253,678,3860,56,0,231,385,106,5
132,127,111,383,477,8,0,210,28,29,5
586,617,1015,626,3166,265,0,44,260,55,5
810,982,859,2421,2661,579,3,1138,1500,455,5
549,657,873,999,1302,283,0,88,1164,304,5
819,999,1481,2283,867,235,0,1680,931,1092,5
81,231,47,387,314,140,0,8,644,166,5
30164,30224,39602,4693,13614,322,0,3260,1370,242,5
212,210,258,560,313,13,0,246,21,57,5
30,16,3,103,140,54,0,0,175,38,5
192,183,179,346,284,24,0,107,14,88,5
145,149,151,286,1176,75,0,48,187,165,5
55716,55795,66980,1377,13324,94,0,549,515,196,5
528,831,598,2608,5002,231,0,709,4001,381,5
772,773,803,2301,625,31,0,2659,85,98,5
4298,4304,8828,568,33520,20,0,1367,26,12,5
536,551,817,1103,3701,481,0,832,267,73,5
136,179,174,374,1761,76,1,19,720,47,5
1600,1997,2363,15487,3067,7622,0,3018,32630,8528,5
14298,14341,17384,954,7638,105,0,531,397,12,5
382,387,356,799,1555,351,0,200,1120,442,5
531,541,1864,260,2498,54,0,66,291,61,5
633,619,800,1640,3851,417,0,353,1027,212,5
6859,6870,19047,7370,4996,543,0,18565,1859,606,5
388,374,453,848,1073,148,0,508,654,303,5
588,581,590,1756,790,63,1,1841,90,140,5
565,784,856,756,3227,273,0,156,1026,239,5
1176,1196,1165,3899,617,79,0,4320,256,115,5
193,104,136,454,534,218,0,102,214,107,5
3137,3191,4359,4029,1717,1722,0,1027,8480,2595,5
253,281,307,473,1256,104,0,167,391,206,5
289,302,298,858,2676,380,9,59,1017,282,5
21634,21664,26137,202,3948,42,0,742,192,15,5
288,508,247,913,1679,266,0,130,1013,218,5
357,336,291,1276,14323,360,0,184,915,375,5
10409,10432,12780,1851,3150,54,0,1838,197,83,5
31,17,3,152,338,46,0,0,137,90,5
300,337,520,853,875,64,0,297,117,164,5
52,40,34,135,95,6,0,16,6,7,5
2913,2908,3192,2023,2960,716,0,1562,3103,994,5
88,74,66,212,351,9,0,42,10,116,5
390,434,399,1253,4093,415,0,182,1279,364,5
3115,3123,5894,2190,2671,58,0,1643,301,27,5
891,793,1660,1326,3872,292,0,184,1190,296,5
241,241,291,369,902,122,0,91,407,230,5
1119,1144,2926,1798,2505,241,0,1364,992,224,5
5729,5833,8452,3946,7497,264,0,2642,1145,275,5
824,823,1071,2225,2705,709,0,195,2754,828,5
126,121,108,362,521,8,0,143,65,28,5
516,496,842,450,1953,250,0,33,621,215,5
27,13,8,43,38,5,0,0,5,1,5
735,753,813,2062,1762,226,0,767,675,373,5
2245,2363,3366,789,4755,950,0,12,1114,274,5
41449,41496,47212,753,7962,114,0,435,929,148,5
887,923,1134,2075,1161,168,0,988,762,351,5
8498,8482,16005,9277,8412,303,0,24082,1041,337,5
320,360,306,919,2823,634,0,187,1949,716,5
25907,25867,30725,9351,5637,289,0,10322,1627,293,5
455,432,483,1526,1148,282,0,1073,719,271,5
30,22,3,86,302,20,0,0,10,18,5
6520,6764,7795,5660,3155,373,1,6213,332,296,5
23308,23331,26818,496,4211,120,0,230,436,99,5
488,459,490,2744,5875,2126,0,131,2308,622,5
421,419,564,1010,699,31,0,526,23,132,5
138,117,140,594,850,208,0,156,676,213,5
22237,22257,24249,452,2735,22,0,133,98,83,5
2196,2183,4819,322,19667,26,0,1214,23,3,5
19359,19236,24529,1691,7866,201,0,522,990,371,5
2140,2244,2966,905,3884,454,1,181,1273,347,5
285,272,261,557,912,31,0,169,28,229,5
551,579,1946,831,1770,69,0,1405,212,105,5
817,975,2048,651,2393,184,0,96,716,144,5
1342,1358,2628,2377,1799,95,0,2712,440,91,5
918,957,1676,227,1280,127,0,250,139,106,5
1816,1798,2990,2799,1323,55,5,6281,160,174,5
94,79,64,217,418,82,0,10,252,123,5
1192,1191,2324,627,2743,119,0,37,260,55,5
322,327,506,803,1527,76,0,427,96,76,5
18,8,2,28,48,5,0,0,5,1,5
1335,1311,1292,5013,1801,376,0,4686,466,176,5
193,194,230,411,1047,34,0,243,145,109,5
23701,23716,28418,338,4356,27,0,773,126,48,5
414,291,764,1698,5247,358,3,289,994,410,5
14874,14812,17040,14871,16275,1671,0,3121,6177,1728,5
5680,5668,11381,968,41780,18,0,503,20,3,5
56,41,22,275,207,79,0,8,342,110,5
73,65,63,189,235,45,0,55,95,64,5
5758,5809,10170,1005,9088,475,4,148,1156,160,5
794,786,1302,2421,6638,824,0,1239,2742,860,5
54,31,2,98,546,112,0,0,32,3,5
146,131,129,414,397,88,0,54,350,150,5
1714,1739,2585,4391,1990,1049,0,2184,2852,1034,5
1647,1593,2372,3168,5622,1345,0,1250,4003,1382,5
988,995,1363,2566,3570,471,0,1167,1652,750,5
329,336,349,1101,3656,267,0,176,617,353,5
2347,2364,3925,3772,876,47,0,5018,127,66,5
146,272,101,690,593,165,0,16,736,161,5
355,1308,275,823,3254,274,0,95,635,340,5
638,717,911,1136,2459,417,0,27,1210,245,5
1051,1050,1367,2227,4474,342,0,1895,251,155,5
0,0,0,0,0,0,0,0,0,0,5
29,16,13,65,48,3,0,0,6,1,5
8772,8764,16999,9261,324,12,0,25809,19,129,5
7233,7259,11822,4719,7885,756,0,3155,3305,831,5
3121,3160,3708,675,1448,253,0,84,882,280,5
8799,8804,11908,1351,2416,85,0,2414,233,262,5
1328,1294,1411,3867,1697,320,0,2796,1144,385,5
587,935,594,1131,5287,415,0,291,4246,670,5
3863,3871,5671,6147,2085,56,0,7521,293,27,5
589,718,674,1236,4975,575,1,279,937,202,5
821,874,1092,2542,4804,1771,0,525,6731,2131,5
1635,1611,1692,5202,3137,289,1,5608,709,205,5
40558,40604,45992,954,8108,226,0,410,848,205,5
1781,1752,2636,6537,2453,403,0,6429,817,254,5
4645,4717,4794,16604,2953,306,1,16840,1543,280,5
7893,7902,12134,539,4944,73,0,93,362,111,5
184,182,102,818,1201,339,0,41,822,215,5
65,47,35,129,137,10,0,16,9,58,5
642,644,986,963,2670,298,0,410,348,110,5
5759,7548,7323,1402,3880,56,49,1594,292,133,5
380,354,504,1530,1914,290,0,192,515,153,5
2362,2401,9301,376,6202,45,0,1116,467,22,5
80,55,29,162,951,134,0,8,45,10,5
3791,3818,4756,669,3131,116,3,118,362,84,5
1697,1770,2612,2438,2410,597,0,836,2445,788,5
66290,66246,80383,2404,14217,225,0,2716,1429,275,5
309,318,231,841,5829,380,0,616,625,256,5
268,255,322,579,1074,86,0,251,389,208,5
577,539,866,2132,5304,331,0,45,919,254,5
144,151,173,350,1203,253,0,171,1121,334,5
168,156,143,437,232,5,0,102,17,113,5
154,126,183,204,166,22,0,69,83,77,5
142,424,93,686,443,163,0,15,736,161,5
2573,2572,4551,399,3023,63,0,55,295,37,5
44285,44337,54901,2157,17293,686,0,506,2254,576,5
19843,19885,22547,448,4085,154,0,297,793,181,5
158,128,93,323,1846,185,0,217,78,96,5
8534,8557,10417,477,2920,101,0,123,441,96,5
96,71,69,277,252,131,0,105,287,172,5
131,118,133,357,156,28,0,140,91,95,5
3494,3503,5406,4977,2362,77,0,6065,456,37,5
274,283,336,611,568,28,0,224,86,192,5
4622,4620,8586,6042,2450,357,0,13578,1157,314,5
742,668,999,942,4926,460,0,47,1833,432,5
111,121,158,254,757,195,0,26,558,202,5
1232,1230,1614,4243,1169,104,0,4475,84,156,5
99,105,46,910,2261,188,0,47,119,39,5
19,9,3,29,32,3,0,0,5,1,5
2892,2907,4256,364,1859,24,0,123,96,53,5
237,220,167,632,2544,324,0,81,506,229,5
3014,3079,7494,1565,5740,358,0,595,1396,374,5
9905,9945,12300,1627,5261,454,0,690,1596,324,5
217,201,118,817,3844,537,0,26,1558,344,5
98,80,35,224,543,56,1,14,46,36,5
685,677,620,2077,863,135,0,2384,305,80,5
4549,4558,6546,1680,2794,58,0,1607,295,53,5
716,493,541,2799,1870,1209,0,178,5832,1398,5
7601,7610,10801,519,14433,20,0,1160,86,15,5
12010,12024,14199,422,2998,22,0,69,93,92,5
1230,1233,4774,1469,4325,250,0,1769,719,131,5
1500,2123,2343,1749,5888,783,0,64,1770,512,5
873,866,1584,2018,263,103,0,1610,256,175,5
78,78,468,333,538,13,0,812,18,51,5
237,218,199,985,416,1102,0,179,4152,1591,5
950,914,1078,2538,2251,330,0,2307,386,192,5
3056,3069,6179,7213,2589,70,0,4540,309,42,5
323,469,357,1386,1508,454,0,210,1705,524,5
929,929,1667,2408,1636,126,0,1555,114,77,5
2136,2161,3100,3289,1568,179,0,2984,219,151,5
21,9,3,30,41,3,0,0,5,1,5
14539,14554,20105,2877,6486,124,0,2116,571,161,5
3506,3537,5651,3335,3719,228,0,6847,942,250,5
51,38,32,141,103,23,0,28,124,61,5
1075,1093,2066,2734,1627,58,0,2468,284,28,5
106,202,67,472,353,165,0,8,732,182,5
924,592,570,2470,1164,718,0,1746,63,104,5
214,196,184,522,485,26,0,177,24,154,5
45,43,58,98,657,66,0,2,305,94,5
269,274,379,648,1114,75,0,362,351,71,5
20399,20436,26861,2320,9210,420,3,733,1443,356,5
1940,3081,3049,5041,15164,1335,0,5759,8480,1706,5
430,428,521,1165,1918,229,0,915,395,160,5
34,27,3,141,413,93,0,0,427,102,5
721,714,1318,1677,222,7,0,1314,14,101,5
213,322,178,782,1369,213,0,260,497,203,5
805,806,1492,630,2315,110,0,47,260,58,5
22,12,5,34,39,3,0,0,5,1,5
121,104,149,261,762,87,0,23,243,160,5
525,452,550,1196,1794,322,0,476,1330,534,5
461,481,679,1235,2002,3312,0,520,22831,4808,5
396,434,463,1077,2152,138,0,465,361,422,5
273,251,217,1157,3279,275,0,134,357,203,5
30,15,3,92,148,25,0,0,5,14,5
460,768,573,1493,1444,473,0,411,1259,307,5
594,620,601,12741,3638,5429,0,568,16524,4943,5
19611,19620,21039,326,2653,138,1,71,548,106,5
700,575,948,4491,1829,366,0,42,1300,365,5
62,56,23,168,586,79,0,0,160,32,5
459,326,238,5360,6406,5935,0,223,43569,8300,5
2173,2135,3154,1091,1439,270,0,351,548,258,5
11585,11634,15175,734,5502,213,0,333,820,146,5
14468,14498,18671,511,4634,56,0,138,292,80,5
26,10,3,50,59,8,0,0,5,20,5
500,512,483,1017,515,173,0,225,929,297,5
501,359,383,1992,1710,971,0,82,4636,1093,5
917,927,1693,1153,696,156,0,1824,598,285,5
22,10,5,26,42,4,0,0,5,1,5
558,558,867,651,1419,35,0,458,94,117,5
1592,1636,2259,5004,10568,2461,12,1316,10065,2511,5
87,73,99,182,873,168,0,1,438,74,5
242,255,691,779,1737,12,0,1285,75,61,5
52,40,34,157,104,6,0,16,6,7,5
943,214,233,1287,1441,150,0,162,435,199,5
1567,1600,3322,2222,4195,135,0,1309,454,173,5
26370,26560,29597,694,4817,294,0,183,1254,187,5
442,518,349,1153,5057,627,0,242,1902,830,5
713,692,917,1604,1014,238,0,562,745,314,5
319,323,337,926,546,263,0,297,1532,471,5
458,439,390,1481,1734,251,0,1313,403,107,5
395,437,514,1152,792,151,0,452,534,320,5
70,56,58,155,97,8,0,64,7,47,5
148,269,119,733,607,252,0,96,1093,312,5
52,39,36,160,318,103,0,44,583,151,5
57,59,77,127,706,34,0,0,82,21,5
151,153,131,571,1123,198,0,51,496,187,5
44,42,11,86,1759,57,0,0,227,45,5
2794,2834,8744,693,7018,243,0,543,1082,91,5
552,528,491,1745,1286,252,0,1677,382,107,5
23231,23298,30387,846,8286,88,0,233,461,149,5
3916,3967,6092,1812,3211,128,0,1477,280,103,5
186,174,105,526,2866,582,0,28,2372,502,5
52,52,473,444,1509,757,0,736,114,456,5
452,411,560,1706,815,187,0,976,712,239,5
181,174,135,641,5471,293,0,24,174,98,5
15438,15450,22555,1127,7121,65,0,600,1254,24,5
9434,9406,9746,22184,2336,831,3,25748,4148,962,5
31,16,9,85,586,5,0,9,8,54,5
6072,6099,6820,1481,3303,345,0,432,1413,500,5
539,546,850,462,2039,114,0,89,168,185,5
811,812,1156,1523,3123,1286,0,103,4647,1410,5
1494,1553,2611,2292,4224,485,0,969,1532,464,5
516,480,428,1409,17281,264,0,930,371,194,5
5814,5873,6469,1389,2825,149,0,633,588,571,5
52,52,22,200,5990,206,0,0,604,216,5
308,271,227,1274,2259,489,0,97,1556,602,5
46,39,25,115,98,50,0,16,190,105,5
3096,3103,4238,12456,2901,445,0,10686,1547,444,5
137,128,131,391,578,141,1,15,307,70,5
58,47,5,231,938,145,0,0,220,86,5
68846,68931,78709,1914,13096,161,0,1147,831,218,5
460,432,468,895,791,250,0,232,210,180,5
36,19,9,102,195,25,0,0,7,17,5
35341,35360,46478,684,12747,57,0,1401,259,79,5
